B,25-44,9439
B,65+,209
B,<18,609
K,18-24,2889
K,<18,737
M,18-24,2292
M,25-44,9801
M,<18,516
Q,18-24,2365
Q,25-44,9198
S,18-24,456
S,25-44,1690
S,65+,78
S,<18,123
B,18-24,2514
B,45-64,3005
K,25-44,11583
K,45-64,4411
K,65+,404
M,45-64,4098
M,65+,360
Q,45-64,2842
Q,65+,292
Q,<18,457
S,45-64,660
